what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636092734
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1347636093312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636097828
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1347636098921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636099390
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1347636101140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636104375
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.goto.matching.bracket",1347636105187
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1347636135031
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1347636148156
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1347636149109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636150125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636154937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636158546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636164390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636181031
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1347636183296
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347636183546
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1347636186906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636187250
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1347636190593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636190906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636194187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636207250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636209812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636256125
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1347636256140
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1347636256453
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1347636256546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636268843
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347636269875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636270609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636444687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636446046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636467140
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1347636470796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636471375
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347636472765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636476750
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347636478640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636480656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636482781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636484359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636705062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636711437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636892734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636894515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347636897093
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1347636902000
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347636902250
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347636902453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347636958531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637006703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637430125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637433906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637434859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637446703
opened,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1347637502296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637609515
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1347637622390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637629609
error,log,,,"Parser exception for C:\\Documents and Settings\\Administrator\\×ÀÃæ\\Xueshijun_Workspaces\\Android_wordspace\\Eulerats\\AndroidManifest.xml: Element type ""activity"" must be followed by either attribute specifications, "">"" or ""/>"".",1347637629718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637631500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347637659921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347637662375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637662765
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637668828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1347637672250
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1347637675609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1347637679859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637681484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637691500
error,log,,,"Parser exception for C:\\Documents and Settings\\Administrator\\×ÀÃæ\\Xueshijun_Workspaces\\Android_wordspace\\Eulerats\\AndroidManifest.xml: Element type ""activity"" must be followed by either attribute specifications, "">"" or ""/>"".",1347637691609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1347637692906
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637695875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637703703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637714937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637721609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637798093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637800578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637865984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637868234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1347637897828
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1347637900765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1347637906343
